playerid;overallrating;potential;birthdate;playerjointeamdate;contractvaliduntil;haircolorcode;eyecolorcode;skintonecode;headtypecode;bodytypecode;height;weight;preferredfoot;skillmoves;internationalrep;hashighqualityhead;isretiring;nationid;preferredposition1;preferredposition2;preferredposition3;preferredposition4;firstname;lastname;acceleration;sprintspeed;agility;balance;jumping;stamina;strength;reactions;aggression;interceptions;positioning;vision;ballcontrol;crossing;dribbling;finishing;freekickaccuracy;headingaccuracy;longpassing;shortpassing;marking;shotpower;longshots;standingtackle;slidingtackle;volleys;curve;penalties;gkdiving;gkhandling;gkkicking;gkreflexes;gkpositioning
259480;80;85;152949;159995;2029;0;3;4;1539;5;185;81;1;4;1;0;0;129;18;14;-1;-1;Ismael;Saibari;81;76;77;81;82;81;84;80;67;57;78;81;84;71;84;77;59;57;71;78;55;86;74;53;44;68;76;57;8;12;11;15;10
259584;76;84;153307;161698;2030;3;3;1;24;4;187;69;2;3;1;0;0;27;7;16;-1;-1;Matteo;Ruggeri;78;79;60;60;77;80;69;76;76;70;75;66;76;77;72;61;50;65;74;78;71;69;55;75;71;53;71;40;11;12;11;8;14
259633;78;84;153544;159506;2029;6;9;2;2002;1;178;66;1;4;1;0;0;22;18;23;14;-1;Giannis;Konstantelias;80;78;87;87;62;74;54;77;64;34;70;79;82;71;85;71;67;45;72;78;37;67;66;38;37;68;78;63;6;7;10;14;6
262088;78;84;153580;160983;2028;4;2;1;8;1;178;71;1;3;1;1;0;24;18;16;14;-1;Hákon Arnar;Haraldsson;77;77;86;82;63;85;57;76;82;61;76;79;81;70;81;69;68;45;74;79;60;66;66;56;58;64;67;58;7;14;10;6;14
263268;75;84;153318;161698;2028;0;9;10;1021;2;176;68;1;3;1;0;0;18;27;16;-1;-1;Yoann;Cathline;81;84;81;79;58;71;50;73;49;40;76;67;79;70;80;70;49;40;60;69;41;73;74;48;45;50;75;55;12;10;10;14;13
263887;74;84;153700;161543;2029;19;1;2;2021;5;189;83;1;1;1;1;0;21;0;-1;-1;-1;Jonas;Urbig;31;33;30;36;53;24;51;65;27;14;8;36;19;10;8;5;12;13;28;23;8;59;17;14;10;8;12;15;74;70;79;76;74
265774;74;84;153278;161741;2030;0;4;7;4001;5;191;78;1;2;1;1;0;7;5;-1;-1;-1;Koni;De Winter;65;69;62;55;79;76;70;71;71;71;48;42;67;59;66;30;34;76;65;68;74;52;45;79;76;42;51;50;12;8;11;8;10
268438;78;84;154028;161758;2032;15;3;2;11;1;180;72;1;3;1;1;0;52;16;27;18;-1;Alejandro;Garnacho;88;84;87;88;59;74;45;77;66;40;78;73;79;75;80;77;61;44;66;74;36;78;79;37;29;79;75;56;6;15;14;7;13
277295;76;84;153673;159517;2029;3;3;6;3000;1;174;70;2;4;1;1;0;36;23;27;12;-1;Oscar;Bobb;84;79;84;83;48;60;34;72;44;24;73;75;77;73;82;67;58;48;72;76;40;66;65;34;31;55;69;63;11;12;9;8;15
248465;79;84;153184;161330;2029;0;3;8;3000;1;178;68;2;3;1;1;0;34;7;16;-1;-1;Ian;Maatsen;88;87;86;86;70;74;52;78;73;76;68;72;80;77;81;64;62;58;70;79;74;72;68;72;78;57;71;45;9;10;12;9;15
252042;80;84;153019;161699;2032;0;3;5;1503;4;188;82;1;4;1;1;0;54;25;18;-1;-1;João Pedro;Junqueira de Jesus;79;77;76;77;85;75;70;81;61;38;81;75;82;66;84;80;54;79;69;78;39;80;72;27;23;77;73;86;7;6;10;14;8
252144;77;84;153176;159506;2028;3;4;2;29;2;184;79;1;3;1;1;0;38;5;3;-1;-1;Eduardo Filipe;Quaresma;84;80;68;70;88;69;77;77;75;76;65;68;74;65;72;45;35;72;68;70;78;67;60;81;77;53;62;43;9;13;8;8;8
257075;78;84;153398;159872;2027;0;7;2;44;386;169;67;1;4;1;1;0;21;18;14;12;-1;Paul;Nebel;79;65;91;91;55;90;48;77;54;46;79;77;78;68;82;78;50;39;69;76;49;75;74;42;50;68;70;54;11;9;10;9;6
257400;77;84;153759;160815;2027;0;9;4;602;1;172;69;1;3;1;0;0;46;10;14;-1;-1;Yasin;Ayari;69;69;79;86;56;74;51;78;78;78;73;78;78;66;79;66;59;46;78;79;74;78;80;77;76;59;75;61;9;11;7;15;7
257504;76;84;153976;161392;2026;0;4;3;601;1;180;70;1;4;1;1;0;129;18;16;14;-1;Bilal;El Khannouss;79;78;88;85;61;71;56;73;37;41;68;79;80;70;82;65;68;44;78;77;34;65;64;39;37;51;67;55;10;6;14;10;13
258139;76;84;153454;161712;2030;0;4;2;4001;7;169;67;1;3;1;1;0;45;27;23;16;-1;Raúl;Moro Prescoli;83;83;86;82;54;56;47;71;45;23;74;74;80;73;83;69;43;31;68;72;30;69;60;26;22;46;73;47;7;14;11;9;6
265459;76;83;153419;161733;2030;6;1;2;3506;4;185;73;1;3;1;1;0;14;10;14;-1;-1;Tyler;Morton;67;65;72;70;68;74;59;76;70;72;67;80;78;75;77;61;71;68;80;81;71;68;69;72;69;57;74;62;12;13;5;12;13
265578;74;83;153952;160969;2026;0;3;4;1542;1;175;70;2;4;1;1;0;129;12;23;-1;-1;Ilias;Akhomach;78;78;80;72;57;65;54;70;51;23;71;67;77;71;77;74;63;38;57;72;25;72;74;30;35;55;68;59;6;12;9;12;6
271755;75;83;153228;160237;2029;6;3;4;1526;5;188;80;2;2;1;1;0;45;5;7;10;-1;Enrique Jesús;Salas Valiente;64;68;55;51;83;72;76;72;78;75;51;60;66;60;61;24;29;79;63;66;76;30;22;75;74;26;39;38;14;5;9;6;11
277244;74;83;153254;161342;2026;3;4;4;28;4;191;83;1;2;1;1;0;45;5;-1;-1;-1;Rafael;Marín Zamora;69;70;65;62;79;72;74;75;75;73;54;62;71;47;48;25;40;71;65;74;74;31;22;79;73;25;33;48;7;7;13;9;11
250789;78;84;153353;161761;2030;0;9;10;1024;2;180;75;2;4;1;1;0;18;12;23;-1;-1;Dilane;Bakwa;90;86;84;76;70;74;69;75;48;35;73;76;80;74;82;72;63;44;64;75;27;74;74;26;28;63;81;59;7;12;15;5;6
251223;76;84;153489;160973;2030;0;9;4;1503;4;185;74;1;3;1;0;0;95;25;-1;-1;-1;Ricardo;Pepi;74;72;69;68;75;77;74;72;67;48;80;58;73;47;72;83;51;74;61;69;44;79;68;40;34;71;64;70;11;14;9;10;10
252259;78;84;153313;161737;2028;3;3;7;2002;1;174;66;2;4;1;1;0;18;18;14;-1;-1;Enzo;Millot;77;72;87;85;55;75;46;79;57;65;77;78;82;70;83;71;59;44;75;80;64;73;67;65;53;54;72;62;13;15;12;8;8
255001;79;84;153088;161698;2028;1;2;2;2020;1;179;70;1;3;3;0;0;27;10;14;-1;-1;Nicolò;Rovella;75;77;79;77;72;85;62;77;78;78;68;79;80;67;78;52;71;62;80;82;76;72;76;77;76;68;74;60;9;12;11;10;9
255303;77;84;152987;161698;2029;0;3;4;1532;5;191;74;1;1;1;0;0;27;0;-1;-1;-1;Elia;Caprile;50;52;60;50;63;35;58;74;26;6;6;58;28;11;19;7;14;11;40;43;13;56;9;14;16;8;14;18;75;75;75;80;77
255434;74;84;153868;161760;2029;3;3;2;3509;2;173;64;1;3;1;1;0;58;18;25;-1;-1;Julio César;Enciso;77;72;83;80;50;61;42;68;61;30;69;70;78;68;80;71;65;40;65;73;28;84;80;38;32;51;68;63;10;7;9;11;13
267680;76;83;153913;161348;2029;21;9;10;1038;2;177;73;2;4;1;1;0;117;12;23;-1;-1;Abdul;Fatawu;88;80;86;86;77;70;66;73;67;42;70;73;77;77;78;69;71;59;71;73;47;84;75;48;45;69;76;64;13;7;7;5;7
267991;73;83;153487;161715;2029;3;3;1;4016;1;178;64;2;2;1;1;0;52;10;14;-1;-1;Máximo;Perrone;72;72;74;74;67;77;59;65;68;70;65;77;79;49;76;54;35;57;78;80;70;59;53;67;67;55;60;44;11;10;15;11;9
270559;77;83;153319;160972;2028;0;3;5;1028;2;175;71;1;3;1;1;0;38;3;12;-1;-1;Tiago;Carvalho Santos;85;82;77;75;68;72;60;74;69;74;72;67;76;76;78;48;50;46;72;74;71;69;59;76;77;52;65;53;10;7;15;13;7
270633;77;83;153480;161340;2029;0;9;8;1004;5;185;73;1;3;1;0;0;34;5;-1;-1;-1;Ryan;Flamingo;70;61;69;67;85;76;85;75;80;80;65;64;69;59;65;62;41;75;72;75;75;72;60;78;76;69;52;68;13;11;14;8;5
271121;77;83;153068;161693;2029;3;3;2;557;1;183;77;2;3;1;1;0;34;7;16;-1;-1;Quilindschy;Hartman;82;78;75;69;77;74;76;79;84;74;73;75;78;75;74;59;68;52;77;78;75;50;54;77;75;42;77;47;13;14;12;9;14
271132;74;83;153194;160998;2027;0;3;6;2518;2;177;69;1;3;1;0;0;54;27;25;12;16;Gabriel;Silva Vieira;95;97;88;67;77;72;62;71;41;26;71;70;74;67;73;71;70;57;65;65;27;65;69;24;23;64;70;72;10;7;7;10;10
271916;77;83;153002;161333;2026;6;3;1;2507;8;164;61;1;4;1;1;0;45;27;16;-1;-1;Bryan;Zaragoza Martínez;85;79;91;92;52;61;33;67;49;23;70;62;80;80;84;72;67;42;69;76;25;78;67;32;38;70;68;70;10;11;5;9;12
272874;74;83;153731;161393;2028;5;1;1;1510;5;185;76;1;3;1;1;0;7;14;10;-1;-1;Arne;Engels;71;74;76;77;76;83;71;74;75;65;74;78;72;77;69;70;74;64;76;77;67;77;72;71;67;59;78;82;11;12;8;13;12
273651;75;83;153508;161699;2030;3;9;6;1007;4;190;80;1;2;1;0;0;14;5;-1;-1;-1;Jarell;Quansah;66;73;53;56;82;64;79;71;75;73;36;54;71;38;69;26;37;74;74;71;75;54;28;74;76;41;48;45;9;6;11;9;9
273883;74;83;153490;161549;2029;3;2;3;1547;5;192;77;1;2;1;1;0;27;14;10;-1;-1;Cesare;Casadei;63;69;66;59;75;76;69;72;70;69;72;76;76;65;72;68;65;72;76;78;67;73;71;70;68;65;67;65;10;7;10;15;7
274445;71;83;153926;160602;2028;0;9;9;1028;2;178;68;1;3;1;0;0;108;25;-1;-1;-1;Karim;Konaté;82;84;74;72;86;66;63;62;49;33;73;66;72;32;75;72;74;77;52;63;36;70;70;38;30;51;51;60;9;10;13;15;14
277439;75;83;153138;160602;2029;6;9;2;55;4;190;84;1;2;1;0;0;49;10;14;5;-1;Volodymyr;Brazhko;71;70;67;74;79;77;76;72;71;77;69;68;69;64;71;63;62;68;77;76;69;79;69;73;71;55;65;73;8;6;14;14;6
278012;73;83;153869;161028;2028;0;9;5;500;2;184;67;2;3;1;0;0;55;23;12;-1;-1;Darío;Osorio;77;83;76;70;69;71;64;67;59;48;70;67;72;69;78;70;54;52;68;70;43;73;70;52;41;62;71;55;7;10;15;5;12
242453;77;83;153104;161385;2029;18;7;1;2015;4;192;87;1;2;1;1;0;34;5;3;12;-1;Sepp;van den Berg;66;77;64;52;87;69;79;76;73;76;52;62;69;61;64;29;26;83;67;72;78;51;31;80;72;31;38;40;11;14;5;14;9
246683;75;83;153155;161369;2028;0;9;10;1038;4;185;72;1;3;1;1;0;18;10;14;5;-1;Lucien;Agoumé;73;67;64;60;80;76;77;73;69;73;68;75;76;58;74;51;42;68;75;78;72;59;58;75;71;43;57;51;7;12;11;15;12
255009;77;83;153251;159104;2027;1;2;2;4008;2;182;73;2;3;1;1;0;34;14;10;18;-1;Kenneth;Taylor;78;69;77;76;68;83;70;78;73;69;78;77;79;76;78;78;71;60;77;80;68;76;74;67;66;65;75;74;9;12;10;7;6
256476;76;83;153864;161158;2028;21;9;10;1037;2;181;66;2;3;1;1;0;18;23;27;25;12;Mohamed-Ali;Cho;82;79;72;68;76;69;62;70;33;21;75;72;78;70;82;72;50;65;61;75;23;70;66;22;20;60;61;64;9;6;6;7;7
257057;79;83;152978;161354;2029;0;9;10;1007;4;192;76;1;3;1;1;0;7;10;14;-1;-1;Amadou;Onana;64;82;49;52;85;76;84;77;83;76;67;76;78;58;76;57;42;78;77;80;78;77;67;80;79;51;72;39;7;12;12;10;9
257368;76;83;153166;161352;2029;6;2;2;3510;5;185;79;2;2;1;1;0;27;5;7;-1;-1;Lorenzo;Pirola;66;72;63;68;81;68;78;73;76;72;39;47;73;49;64;41;32;75;66;72;75;65;39;80;76;34;56;44;9;13;9;12;12
257470;80;83;153232;161708;2030;0;9;8;1033;1;178;70;1;3;3;1;0;46;23;12;-1;-1;Anthony;Elanga;93;91;85;79;84;75;72;78;55;31;78;78;80;79;82;75;66;67;64;75;38;72;67;38;33;64;79;56;13;5;13;10;8
258485;77;83;153221;161362;2031;5;4;2;4013;4;192;85;1;1;1;0;0;13;0;-1;-1;-1;Filip;Jörgensen;45;45;55;40;63;35;62;74;25;13;10;50;40;10;18;11;11;12;47;45;17;54;10;13;13;10;12;11;77;76;72;78;77
258906;74;83;153789;160664;2028;0;3;10;1019;9;169;72;1;3;1;0;0;27;27;16;23;-1;Wilfried;Gnonto;87;88;86;85;74;69;67;69;61;42;72;64;77;63;79;72;46;54;64;71;39;80;67;48;35;59;52;65;11;9;10;13;10
259233;78;83;153499;161698;2029;0;9;10;1030;4;185;73;1;4;1;1;0;118;14;10;-1;-1;Ilaix;Moriba;71;68;69;65;76;81;71;77;77;79;73;78;77;57;78;73;59;67;78;80;72;73;73;77;71;55;62;49;9;14;15;12;10
260779;76;83;153116;161707;2030;0;9;10;1016;1;175;68;1;3;1;1;0;108;27;16;23;-1;Simon;Adingra;88;87;88;85;56;70;48;72;47;27;70;73;77;70;80;71;53;32;65;73;30;73;67;32;30;68;65;60;8;13;6;10;14
260815;78;83;153595;159872;2027;0;5;2;2013;1;182;72;1;2;1;1;0;45;3;12;14;-1;Arnau;Martínez López;82;75;74;66;83;80;68;79;67;74;65;74;76;77;73;55;40;75;70;80;73;59;50;77;74;55;72;48;10;7;7;9;10
260926;78;83;153081;160967;2028;3;3;4;1039;5;185;74;1;3;1;1;0;21;16;27;25;-1;Kevin;Schade;93;92;77;78;95;72;64;75;68;23;78;71;78;72;79;78;55;79;64;73;20;77;68;30;23;67;66;68;13;11;8;10;9
261299;76;83;153713;161007;2028;20;5;1;2019;1;178;68;1;3;1;1;0;14;18;10;14;-1;Alex;Scott;73;69;84;85;67;71;64;76;76;70;74;76;77;73;79;66;72;52;76;77;66;71;72;72;68;53;75;52;9;10;15;8;12
264293;77;83;153848;161698;2030;0;3;10;1042;2;178;75;1;2;1;1;0;136;14;18;10;-1;Habib;Diarra;74;67;73;70;72;77;69;76;68;76;76;77;78;56;78;66;52;58;77;78;66;78;68;76;70;52;67;59;8;12;7;8;7
264701;74;83;153626;161017;2029;3;3;2;44;1;182;73;1;3;1;1;0;40;12;14;16;23;Arsen;Zakharyan;80;77;68;69;64;70;53;72;58;51;69;74;75;73;72;68;77;51;76;72;57;78;75;54;44;67;73;60;11;14;12;10;13
244728;78;83;153066;161698;2029;1;1;2;2005;2;173;59;1;3;1;0;0;34;18;14;-1;-1;Sem;Steijn;73;61;75;84;71;89;66;82;78;34;87;79;80;68;75;86;81;74;69;77;37;84;79;40;52;82;72;83;7;8;9;12;6
245637;77;83;153225;161382;2029;0;9;7;1046;2;182;83;2;5;1;1;0;18;18;25;-1;-1;Georginio;Rutter;76;77;77;79;85;79;76;77;59;56;77;77;81;73;80;76;68;73;74;76;58;76;71;62;50;71;75;70;6;10;14;10;10
246618;77;83;153321;161380;2029;3;4;1;528;5;188;84;1;3;1;1;0;12;25;12;18;23;Adam;Hložek;78;78;69;76;88;77;83;75;69;23;75;76;78;69;78;77;68;72;68;75;23;84;79;32;23;73;68;66;11;10;9;10;11
246672;78;83;153111;159314;2030;0;4;3;1526;2;175;74;1;3;1;1;0;45;16;27;-1;-1;Ander;Barrenetxea;84;81;85;82;76;74;68;76;62;27;76;75;79;76;83;75;43;58;66;75;33;75;67;23;14;66;68;59;13;11;11;13;5
251810;77;83;153147;161760;2030;0;9;10;1024;3;180;78;1;3;1;1;0;34;25;-1;-1;-1;Brian;Brobbey;82;85;65;87;93;61;93;78;70;26;82;58;77;36;68;75;44;71;53;73;28;79;66;23;24;66;49;62;10;11;15;13;8
255928;74;83;153053;161332;2028;21;9;9;1016;1;183;75;2;3;1;0;0;108;10;14;-1;-1;Mohammed;Diomande;79;74;79;81;77;72;70;75;73;67;71;72;81;64;77;67;56;64;74;79;69;71;74;70;61;59;67;50;6;10;10;11;11
255971;78;83;153045;161016;2028;19;9;4;1503;2;182;77;1;3;1;0;0;52;10;14;-1;-1;Santiago;Hezze;68;71;73;70;81;88;78;73;76;79;72;72;75;62;71;64;40;74;76;78;72;67;61;80;75;38;55;46;8;13;14;7;14
256632;78;83;153098;161674;2030;0;9;5;1013;2;181;85;1;3;1;1;0;54;12;16;23;-1;Luis Henrique;Tomaz de Lima;85;94;71;73;86;75;81;75;65;55;77;73;75;75;80;74;52;67;63;74;53;77;73;52;46;59;63;63;9;5;7;15;10
256782;76;83;153251;161386;2029;1;2;2;68;2;178;71;1;4;1;0;0;46;18;16;14;-1;Sebastian;Nanasi;77;64;85;87;61;77;61;74;58;32;72;78;79;66;79;67;58;37;75;78;38;62;66;25;33;60;68;59;12;7;10;8;6
257919;77;83;153264;159909;2028;6;9;1;50;1;176;72;1;3;1;0;0;21;14;10;-1;-1;Rocco;Reitz;73;69;82;79;70;79;55;73;84;86;74;75;78;68;77;73;53;68;77;78;73;70;68;77;78;57;72;61;8;8;10;6;15
258937;77;83;153081;160602;2029;6;4;3;2020;1;177;72;1;3;1;1;0;45;14;18;16;-1;Aimar;Oroz Huarte;70;63;72;70;71;78;64;75;49;73;77;76;80;65;80;76;73;65;75;81;52;75;72;70;58;63;67;70;6;6;13;13;6
259399;77;83;153515;161002;2026;2;2;2;1548;5;191;79;2;3;1;1;0;13;25;-1;-1;-1;Rasmus;Højlund;84;86;64;62;90;70;82;74;82;28;79;60;74;38;75;79;48;72;49;72;32;84;70;28;19;68;60;71;12;8;9;7;14
260145;75;83;153782;161744;2030;6;9;6;2511;1;174;65;2;3;1;1;0;14;18;12;14;-1;Omari;Hutchinson;81;79;83;82;62;75;51;74;58;53;73;72;79;67;79;73;64;49;68;71;55;75;76;57;54;59;69;63;10;7;9;8;5
260651;75;83;153449;161354;2028;0;9;9;1004;2;172;64;1;4;1;1;0;108;16;12;27;-1;Bénie;Traoré;86;86;90;85;72;77;70;71;48;22;76;67;79;62;81;77;52;48;53;70;25;77;70;40;29;78;68;55;10;12;7;9;10
260952;75;83;153998;160797;2028;5;1;2;4024;2;176;69;1;3;1;1;0;36;27;18;16;-1;Andreas;Schjelderup;83;77;84;78;58;77;50;73;47;36;70;73;79;69;81;70;65;39;65;70;35;72;61;37;35;56;68;69;13;10;10;11;15
262151;75;83;153321;161760;2030;0;9;5;1519;2;178;76;2;2;1;0;0;52;10;14;-1;-1;Ezequiel;Fernández;69;68;73;79;76;78;79;70;77;70;48;70;72;50;72;38;48;60;76;77;69;58;54;74;73;48;51;46;6;7;7;13;14
262221;75;83;153757;161699;2029;5;3;2;1508;5;189;78;1;3;1;0;0;34;18;14;-1;-1;Luciano;Valente;65;73;77;68;69;78;61;75;73;48;73;79;77;73;78;68;58;67;72;77;50;72;64;62;55;57;76;48;14;15;7;9;14
262659;78;83;153260;160237;2029;0;4;7;1024;6;190;99;1;1;1;1;0;21;0;-1;-1;-1;Noah;Atubolu;52;59;32;31;74;29;79;78;26;13;9;50;14;12;11;8;12;13;31;27;12;57;9;12;12;8;13;14;77;74;76;80;75
262842;78;83;153527;161698;2030;3;9;2;2007;2;172;68;1;3;1;0;0;10;18;14;-1;-1;Martin;Baturina;77;77;78;86;70;76;67;76;49;58;68;79;83;73;84;67;73;51;77;81;62;75;72;60;58;70;74;70;7;5;7;6;10
263575;72;83;153680;161753;2029;1;1;1;13;5;186;83;1;2;1;0;0;21;5;-1;-1;-1;Clemens;Riedel;55;64;62;64;81;60;76;69;70;73;28;40;62;38;51;19;21;68;60;68;73;48;30;76;68;28;31;35;7;15;13;11;11
269278;75;82;153566;161517;2030;0;9;4;1546;1;183;77;1;2;1;0;0;58;14;10;16;-1;Diego;Gómez;70;68;72;63;76;70;75;75;79;72;72;75;77;63;77;66;54;65;75;76;73;75;73;73;68;69;70;63;6;6;8;9;6
270206;72;82;153772;160424;2026;0;9;6;505;5;185;74;1;2;1;0;0;45;25;12;23;-1;Mateo;Joseph;79;84;75;75;81;73;73;69;67;39;70;61;70;52;68;73;50;69;46;68;45;73;74;45;23;73;60;67;6;14;6;5;8
271019;73;82;153494;161017;2028;3;5;1;2022;4;186;75;1;3;1;1;0;27;14;18;10;-1;Giovanni;Fabbian;70;65;74;73;68;64;55;72;66;68;80;73;74;63;70;69;64;67;74;80;61;72;68;65;64;71;68;58;8;9;8;6;7
271464;74;82;153803;161389;2030;21;9;9;1015;1;176;71;2;3;1;1;0;56;12;23;16;-1;Yáser;Asprilla;81;80;83;67;64;68;63;69;54;47;70;71;74;74;76;70;58;42;71;73;52;80;75;55;45;62;77;58;13;13;8;14;12
272777;73;82;153554;161698;2029;0;9;7;1042;5;187;79;2;2;1;1;0;14;7;5;3;10;Bashir;Humphreys;75;71;68;74;81;74;76;71;74;72;40;61;70;68;68;39;40;70;65;71;71;57;42;73;71;35;69;45;13;7;12;14;13
275208;77;82;153405;161358;2029;21;3;5;1007;5;187;84;1;3;1;1;0;108;3;5;12;-1;Guéla;Doué;65;77;65;61;81;76;80;77;75;76;64;69;76;73;72;49;42;73;72;76;74;62;48;76;75;46;59;45;11;14;11;9;14
277426;72;82;153924;161715;2029;0;9;10;1042;7;169;58;2;3;1;0;0;38;12;23;27;-1;Carlos Roberto;Forbs Borges;90;90;83;85;73;65;60;70;59;54;70;63;69;66;72;70;54;53;55;67;33;69;69;33;24;62;65;65;5;8;12;6;5
277708;73;82;153625;160602;2028;19;3;3;2020;2;183;75;2;3;1;1;0;45;18;14;16;-1;Unai;Gómez Etxebarria;72;68;75;67;74;63;69;72;70;26;72;75;75;64;73;68;62;64;68;75;41;69;62;45;42;56;73;44;9;13;10;10;7
266500;75;82;153600;161752;2029;0;9;10;1038;2;178;73;1;3;1;0;0;14;16;12;27;-1;Jonathan;Rowe;85;84;80;83;78;64;64;76;63;39;75;69;76;69;77;72;52;64;56;71;39;78;73;26;24;63;70;61;8;13;15;10;7
268763;75;82;153785;161339;2028;0;9;9;1038;2;178;71;2;4;1;0;0;117;12;23;-1;-1;Ernest;Nuamah;85;79;78;80;64;62;62;72;41;17;71;68;78;71;80;71;58;37;61;72;29;77;71;21;23;58;75;49;11;8;11;13;9
269271;74;82;153171;161698;2029;0;4;3;29;5;187;78;1;1;1;1;0;51;0;-1;-1;-1;Filip;Stanković;58;39;42;40;61;24;51;68;24;11;6;45;12;11;9;6;11;10;25;15;6;53;8;13;13;6;11;19;74;73;70;75;71
270301;73;82;153392;161344;2028;26;7;1;2022;2;172;66;1;3;1;1;0;45;18;27;25;14;Gerard;Fdez. Castellano;79;76;77;83;57;72;43;71;42;20;72;70;74;65;73;75;63;50;66;73;36;68;69;38;42;57;69;75;13;8;15;8;12
270995;70;82;153863;161368;2029;3;3;1;22;4;191;73;1;2;1;0;0;4;10;14;-1;-1;Nikolas;Sattlberger;57;50;62;56;72;66;76;60;66;69;43;68;71;47;57;37;48;62;68;72;66;59;40;71;64;33;36;49;13;9;7;10;5
270997;73;82;153936;161714;2030;21;9;9;1024;5;190;82;1;2;1;0;0;4;5;-1;-1;-1;Samson;Baidoo;72;75;54;56;86;58;83;68;74;67;39;54;67;27;57;22;25;71;65;70;69;39;18;75;72;28;34;35;10;8;11;11;8
271573;73;82;153491;161345;2028;19;3;3;2019;2;173;71;1;3;1;0;0;27;3;12;-1;-1;Mattia;Zanotti;79;78;82;81;72;80;65;63;78;67;66;68;73;76;73;59;61;55;67;71;68;58;57;73;71;54;69;62;12;5;7;13;9
276695;72;82;153789;160978;2027;0;9;6;1005;5;189;77;1;3;1;0;0;35;14;10;-1;-1;Shea;Charles;61;63;62;61;71;80;74;70;69;68;62;73;71;67;70;61;66;60;73;77;69;62;60;72;68;56;70;60;7;6;13;9;5
277252;73;82;153543;161699;2030;6;2;2;4024;2;171;68;2;3;1;0;0;46;7;16;-1;-1;Samuel;Dahl;81;85;77;83;69;83;61;73;73;67;65;67;76;70;75;48;42;50;66;71;62;60;49;71;68;39;68;47;8;15;9;13;12
253444;78;82;153135;161746;2030;0;9;10;1015;3;178;79;1;3;2;1;0;18;25;-1;-1;-1;Arnaud;Kalimuendo;82;78;75;86;85;73;72;77;64;23;80;68;78;57;78;81;56;72;54;69;32;79;78;21;17;75;67;78;9;12;9;8;14
255272;73;82;153607;160448;2026;0;4;4;1005;1;175;61;2;4;1;1;0;95;16;27;7;-1;Kevin;Paredes;85;79;87;91;49;48;34;71;68;58;69;68;76;68;79;65;35;36;62;70;59;64;57;63;60;39;59;45;8;11;13;10;9
256402;75;82;153449;161698;2027;0;3;4;1546;2;176;70;1;4;1;0;0;52;18;14;25;-1;Carlos;Alcaraz;86;75;83;81;75;69;57;70;78;43;72;73;77;59;79;72;72;65;73;76;45;75;69;45;43;55;72;66;12;9;14;7;6
256769;78;82;153074;161698;2030;5;5;1;3501;2;176;72;2;3;2;1;0;18;7;16;-1;-1;Adrien;Truffert;75;76;70;75;72;84;65;77;67;76;71;66;76;79;76;52;53;60;72;74;74;69;51;79;77;58;66;54;6;6;6;8;6
257084;74;82;153931;161734;2030;0;9;10;1033;5;191;88;1;3;1;1;0;18;10;14;18;-1;Lesley;Ugochukwu;64;65;62;54;81;73;79;69;74;72;61;69;73;60;69;55;45;73;72;75;70;68;57;73;72;55;64;50;10;13;15;8;11
257167;74;82;153220;161705;2027;6;8;1;9;2;175;68;1;3;1;0;0;13;25;27;23;16;Mathias;Kvistgaarden;88;86;84;85;87;68;63;74;87;50;74;62;74;55;75;74;56;68;56;68;38;73;71;50;48;71;67;53;14;9;12;14;11
258775;76;82;153366;161365;2028;5;2;3;2002;4;185;71;2;4;1;1;0;10;14;18;-1;-1;Luka;Sučić;80;73;73;65;79;75;72;75;68;73;75;77;78;70;77;70;74;62;73;79;65;84;77;70;67;72;77;65;15;12;10;7;11
261654;76;82;153735;160786;2027;0;3;4;1503;1;183;75;1;3;1;1;0;129;3;5;12;-1;Omar;El Hilali;84;84;73;67;86;78;73;72;78;73;52;66;70;70;68;35;30;72;68;71;72;55;40;74;76;30;64;40;10;13;10;14;13
263439;73;82;153139;161364;2029;20;3;3;9;1;184;78;1;3;1;1;0;38;14;10;-1;-1;Paulo Guilherme;Gonçalves Bernardo;65;76;68;75;75;80;75;71;73;65;72;75;74;74;72;67;67;68;68;77;62;79;72;74;71;74;72;67;11;5;9;5;10
263836;72;82;153165;161645;2029;0;3;4;1534;5;189;76;2;2;1;0;0;83;5;-1;-1;-1;Jesús;Orozco Chiquete;64;66;47;52;78;70;72;53;70;80;26;32;48;33;33;25;34;74;61;66;81;47;22;73;70;28;31;46;7;6;15;15;10
264219;72;82;153873;161740;2030;0;9;10;1038;2;173;63;1;3;1;0;0;34;12;23;18;-1;Ernest;Poku;93;95;86;83;68;74;56;66;54;27;70;62;70;64;73;63;48;47;57;65;34;75;63;27;47;56;65;56;8;10;11;8;12
264288;74;82;153002;160990;2028;0;9;4;1547;5;185;73;1;2;1;0;0;38;5;3;10;-1;Alexandre;Penetra Correia;64;69;56;65;76;75;76;75;72;75;24;44;64;57;52;33;28;70;66;66;76;42;40;75;76;21;32;41;7;14;9;10;14
251954;76;82;153053;161366;2029;0;9;8;1016;7;169;64;1;3;1;0;0;34;16;27;-1;-1;Crysencio;Summerville;91;88;88;83;59;74;46;71;47;18;74;71;78;69;80;76;65;41;47;72;44;71;66;38;26;54;68;69;9;9;15;10;11
